,ip,province,city,company
1349,67.48.40.83,Texas,San Antonio,Policy Services Inc.
1350,185.151.12.218,Pennsylvania,Springs,Vital Network Group LLC
1351,12.184.218.52,Texas,Dallas,Wayport Inc.
1352,73.31.215.224,Virginia,Richmond,Comcast Cable Communications LLC
1353,24.167.9.61,Texas,Brownsville,Charter Communications Inc
1354,99.203.23.16,Texas,Fort Worth,Sprint Communications Inc.
1355,71.40.74.50,Texas,Plano,Richardson Lodging LLC W
1356,104.184.27.54,Texas,San Antonio,AT&T Corp.
1357,172.3.28.29,Texas,San Antonio,AT&T Corp.
1358,173.174.208.178,Texas,San Antonio,Charter Communications Inc
1359,98.192.75.22,Georgia,Alpharetta,Comcast Cable Communications LLC
1360,72.183.4.143,Texas,Weslaco,Charter Communications Inc
1361,8.46.73.102,Colorado,Greenwood Village,Gogo LLC
1362,71.40.24.180,Texas,Corpus Christi,Gulfstream Condos
1363,172.58.3.231,Tennessee,Memphis,T-Mobile USA Inc.
1364,107.77.221.7,Texas,Corpus Christi,AT&T Mobility LLC
1365,24.27.227.129,Texas,San Antonio,Charter Communications Inc
1366,97.98.105.129,Texas,Corpus Christi,Charter Communications Inc
1367,99.203.27.241,Texas,Houston,Sprint Communications Inc.
1368,107.77.217.216,Texas,Houston,AT&T Mobility LLC
1369,172.87.148.22,Texas,Leon Valley,Charter Communications Inc
1370,107.77.217.218,Texas,Houston,AT&T Mobility LLC
1371,67.10.185.18,Texas,San Antonio,Charter Communications Inc
1372,134.196.131.92,Krung Thep Maha Nakhon,Bangkok,True Internet Co. Ltd.
1373,207.119.63.85,Texas,Corpus Christi,CenturyLink Communications LLC
1374,107.77.196.195,Arkansas,Hope,AT&T Mobility LLC
1375,72.191.29.194,Texas,San Antonio,Charter Communications Inc
1376,107.77.217.128,Texas,Houston,AT&T Mobility LLC
1377,96.93.94.225,Texas,Houston,Comcast Cable Communications LLC
1378,72.181.113.234,Texas,San Antonio,Charter Communications Inc
1379,107.77.219.174,Texas,Houston,AT&T Mobility LLC
1380,107.77.219.20,Texas,Houston,AT&T Mobility LLC
1381,185.216.33.82,Hessen,Frankfurt am Main,UK Web.Solutions Direct Ltd
1382,173.174.210.2,Texas,San Antonio,Charter Communications Inc
1383,64.134.149.176,Texas,Austin,Wayport Inc.
1384,66.64.5.233,Texas,San Antonio,Texstar Produce LLC
1385,24.243.10.238,Texas,San Antonio,Charter Communications Inc
1386,107.77.221.194,Texas,Corpus Christi,AT&T Mobility LLC
1387,99.203.143.2,Illinois,Chicago,Sprint Communications Inc.
1388,107.77.222.181,Texas,San Antonio,AT&T Mobility LLC
1389,99.203.26.18,Texas,Houston,Sprint Communications Inc.
1390,12.31.120.82,Texas,San Antonio,Sitepro LLC
1391,162.71.236.115,Texas,San Antonio,Christus Health
1392,167.24.18.231,Texas,San Antonio,USAA
1393,99.203.26.199,Texas,Houston,Sprint Communications Inc.
1394,72.190.151.50,Texas,San Antonio,Charter Communications Inc
1395,72.181.97.207,Texas,San Antonio,Charter Communications Inc
1396,50.84.244.130,Texas,McAllen,Charter Communications Inc
1397,90.80.230.243,Ile-de-France,Paris,Starbucks Coffee LB Internet
1398,90.85.119.75,Ile-de-France,Paris,70 BD du Montparnasse
1399,107.77.222.216,Texas,San Antonio,AT&T Mobility LLC
1400,107.77.222.174,Texas,San Antonio,AT&T Mobility LLC
1401,12.197.196.242,Texas,El Paso,Commerce Home Mortgage in
1402,173.174.211.206,Texas,San Antonio,Charter Communications Inc
1403,99.203.27.9,Texas,Houston,Sprint Communications Inc.
1404,66.69.108.117,Texas,San Antonio,Charter Communications Inc
1405,66.90.180.216,Texas,San Antonio,Grande Communications San Antonio Hub
1406,107.77.219.65,Texas,Houston,AT&T Mobility LLC
1407,72.181.110.80,Texas,San Antonio,Charter Communications Inc
1408,107.204.50.40,Texas,San Antonio,AT&T Corp.
1409,99.98.32.165,Texas,San Antonio,AT&T Corp.
1410,99.203.27.115,Texas,Houston,Sprint Communications Inc.
1411,76.193.65.187,Washington,Redmond,AT&T Corp.
1412,72.181.99.44,Texas,San Antonio,Charter Communications Inc
1413,166.251.109.31,Texas,San Antonio,Wireless Data Service Provider Corporation
1414,107.77.221.70,Texas,Corpus Christi,AT&T Mobility LLC
1415,172.58.109.150,New Mexico,Albuquerque,T-Mobile USA Inc.
1416,76.185.173.161,Texas,San Antonio,Charter Communications Inc
1417,67.11.130.89,Texas,San Antonio,Charter Communications Inc
1418,24.28.148.245,Texas,Leon Valley,Charter Communications Inc
1419,173.174.243.231,Texas,San Antonio,Charter Communications Inc
1420,172.56.7.172,Texas,Waxahachie,T-Mobile USA Inc.
1421,99.43.108.160,Texas,San Antonio,AT&T Corp.
1422,107.77.220.166,Texas,Houston,AT&T Mobility LLC
1423,67.48.59.123,Texas,San Antonio,Starbucks
1424,216.53.156.133,Michigan,Iron Mountain,CCI Systems
1425,70.125.137.193,Texas,San Antonio,Charter Communications Inc
1426,76.185.172.182,Texas,San Antonio,Charter Communications Inc
1427,99.203.23.196,Texas,Fort Worth,Sprint Communications Inc.
1428,71.41.192.26,Texas,San Antonio,Charter Communications Inc
1429,166.247.59.44,Texas,San Antonio,Wireless Data Service Provider Corporation
1430,66.196.195.34,Texas,San Antonio,Advanced Services Inc
1431,72.191.28.232,Texas,San Antonio,Charter Communications Inc
1432,72.179.108.103,Texas,Laredo,Charter Communications Inc
1433,24.242.60.149,Texas,San Antonio,Charter Communications Inc
1434,71.41.242.76,Texas,San Antonio,Starbucks
1435,108.205.6.177,Texas,San Antonio,AT&T Corp.
1436,72.190.162.161,Texas,San Antonio,Charter Communications Inc
1437,23.123.177.19,Texas,San Antonio,AT&T Corp.
1438,131.194.172.242,Texas,San Antonio,Trinity University
1439,172.58.111.203,Texas,Austin,T-Mobile USA Inc.
1440,131.194.172.59,Texas,San Antonio,Trinity University
1441,99.203.26.215,Texas,Houston,Sprint Communications Inc.
1442,67.11.24.12,Texas,New Braunfels,Charter Communications Inc
1443,99.203.27.106,Texas,Houston,Sprint Communications Inc.
1444,99.203.27.21,Texas,Houston,Sprint Communications Inc.
1445,99.203.26.14,Texas,Houston,Sprint Communications Inc.
1446,217.167.133.44,Ile-de-France,Paris,Pena Lobation LB Internet
1447,99.203.26.5,Texas,Houston,Sprint Communications Inc.
1448,99.203.154.197,Texas,Houston,Sprint Communications Inc.
1449,67.11.204.68,Texas,Leon Valley,Charter Communications Inc
1450,172.58.109.64,New Mexico,Albuquerque,T-Mobile USA Inc.
1451,107.77.222.41,Texas,San Antonio,AT&T Mobility LLC
1452,104.48.213.175,Texas,San Antonio,AT&T Corp.
1453,64.125.109.186,Colorado,Louisville,Zayo Bandwidth
1454,99.203.154.187,Texas,Houston,Sprint Communications Inc.
1455,173.173.102.198,Texas,San Antonio,Charter Communications Inc
1456,70.243.68.60,Texas,San Antonio,Baptist Health System
1457,67.11.28.235,Texas,New Braunfels,Charter Communications Inc
1458,131.194.184.74,Texas,San Antonio,Trinity University
1459,131.194.173.46,Texas,San Antonio,Trinity University
1460,96.8.219.155,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
1461,136.49.90.35,Texas,Austin,Google Fiber Inc.
1462,107.77.245.7,Nevada,Pahrump,AT&T Mobility LLC
1463,72.179.183.68,Texas,San Antonio,Charter Communications Inc
1464,99.203.27.131,Texas,Houston,Sprint Communications Inc.
1465,107.77.222.200,Texas,San Antonio,AT&T Mobility LLC
1466,173.173.111.218,Texas,San Antonio,Charter Communications Inc
1467,99.203.27.96,Texas,Houston,Sprint Communications Inc.
1468,172.58.67.180,Texas,Mission,T-Mobile USA Inc.
1469,99.61.28.109,Texas,San Antonio,AT&T Corp.
1470,24.160.139.8,Texas,San Antonio,Charter Communications Inc
1471,172.58.109.222,New Mexico,Albuquerque,T-Mobile USA Inc.
1472,107.77.222.37,Texas,San Antonio,AT&T Mobility LLC
1473,99.203.27.218,Texas,Houston,Sprint Communications Inc.
1474,173.149.158.44,Texas,Houston,Sprint Communications Inc.
1475,107.128.3.66,Texas,San Antonio,AT&T Corp.
1476,209.184.113.43,Texas,San Antonio,Alamo Community College
1477,72.181.105.81,Texas,San Antonio,Charter Communications Inc
1478,72.190.223.156,Texas,Seguin,Charter Communications Inc
1479,65.43.118.72,Texas,San Antonio,AT&T Internet Services
1480,216.177.165.194,Texas,San Antonio,GVTC ADSL Static Pool
1481,66.25.168.171,Texas,San Antonio,Charter Communications Inc
1482,99.203.26.111,Texas,Houston,Sprint Communications Inc.
1483,76.185.243.110,Texas,San Antonio,Charter Communications Inc
1484,45.23.250.16,Texas,New Braunfels,AT&T Corp.
1485,216.177.165.198,Texas,San Antonio,GVTC ADSL Static Pool
1486,89.81.166.143,Ile-de-France,Paris,Bouygues Telecom SA
1487,193.37.252.42,Florida,Miami,PPMAN Services Srl
1488,107.77.169.11,Texas,Houston,AT&T Mobility LLC
1489,172.58.109.54,New Mexico,Albuquerque,T-Mobile USA Inc.
1490,166.251.101.159,Texas,San Antonio,Wireless Data Service Provider Corporation
1491,99.203.155.43,Texas,Houston,Sprint Communications Inc.
1492,76.204.27.88,Texas,San Antonio,AT&T Corp.
1493,70.120.3.141,Texas,San Antonio,Charter Communications Inc
1494,193.37.252.48,Florida,Miami,PPMAN Services Srl
1495,37.60.189.18,Ile-de-France,Paris,Foliateam Operateur SAS
1496,107.77.200.229,Oklahoma,Sapulpa,AT&T Mobility LLC
1497,172.58.109.220,New Mexico,Albuquerque,T-Mobile USA Inc.
1498,172.58.105.205,Texas,DeSoto,T-Mobile USA Inc.
1499,198.190.245.72,Texas,San Antonio,University Health System
1500,70.121.200.203,Texas,San Antonio,Charter Communications Inc
1501,68.201.219.223,Texas,San Antonio,Charter Communications Inc
1502,173.123.121.68,Texas,Houston,Sprint Communications Inc.
1503,67.11.62.220,Texas,San Antonio,Charter Communications Inc
1504,172.58.108.182,Texas,Sherman,T-Mobile USA Inc.
1505,172.56.6.51,Oklahoma,Jay,T-Mobile USA Inc.
1506,172.56.6.109,Oklahoma,Jay,T-Mobile USA Inc.
1507,72.181.113.170,Texas,San Antonio,Charter Communications Inc
1508,104.190.254.154,Texas,San Antonio,AT&T Corp.
1509,193.37.252.82,Florida,Miami,PPMAN Services Srl
1510,65.112.228.222,Texas,League City,Audio Visual Services Group Inc.
1511,67.11.59.112,Texas,San Antonio,Charter Communications Inc
1512,99.203.26.48,Texas,Houston,Sprint Communications Inc.
1513,107.77.221.63,Texas,Corpus Christi,AT&T Mobility LLC
1514,71.42.133.19,Texas,San Antonio,Starbucks
1515,104.37.31.8,New York,New York City,VPN Consumer Network
1516,24.242.180.178,Texas,Plano,Charter Communications Inc
1517,67.11.157.190,Texas,San Antonio,Charter Communications Inc
1518,184.226.95.31,Texas,Houston,Sprint Communications Inc.
1519,71.40.247.91,Texas,San Antonio,Starbucks
1520,24.26.242.9,Texas,San Antonio,Charter Communications Inc
1521,12.33.49.18,Alabama,Montgomery,AT&T Services Inc.
1522,173.173.113.51,Texas,San Antonio,Charter Communications Inc
1523,174.207.21.3,Texas,Kerrville,Verizon Wireless
1524,66.90.156.73,Texas,San Antonio,Grande Communications San Antonio Hub
1525,69.193.187.30,New York,New York City,Charter Communications Inc
1526,172.56.6.31,Oklahoma,Jay,T-Mobile USA Inc.
1527,172.58.109.143,New Mexico,Albuquerque,T-Mobile USA Inc.
1528,99.203.155.185,Texas,Houston,Sprint Communications Inc.
1529,103.208.220.139,Tokyo,Shinagawa-ku,Total Server Solutions LLC
1530,107.77.218.42,Texas,San Antonio,AT&T Mobility LLC
1531,184.203.221.94,Arizona,Phoenix,Sprint Communications Inc.
1532,64.9.239.30,California,Mountain View,Google LLC
1533,70.114.21.86,Texas,New Braunfels,Charter Communications Inc
1534,172.56.7.151,Texas,Waxahachie,T-Mobile USA Inc.
1535,68.134.170.110,Maryland,Fort George G. Meade,Verizon Communications Inc.
1536,72.128.131.66,Texas,San Antonio,Charter Communications Inc
1537,97.77.214.243,Texas,San Antonio,Starbucks
1538,12.151.185.131,Texas,Richardson,Marriott International
1539,64.9.239.143,California,Mountain View,Google LLC
1540,99.203.27.103,Texas,Houston,Sprint Communications Inc.
1541,174.240.134.5,Alabama,East Brewton,Verizon Wireless
1542,64.9.239.12,California,Mountain View,Google LLC
1543,166.251.106.182,Texas,San Antonio,Wireless Data Service Provider Corporation
1544,70.122.206.138,Texas,Irving,Charter Communications Inc
1545,172.56.6.73,Oklahoma,Jay,T-Mobile USA Inc.
1546,99.203.154.183,Texas,Houston,Sprint Communications Inc.
1547,12.166.20.18,Texas,San Antonio,St Marys Hall
1548,70.120.62.19,Texas,San Antonio,Charter Communications Inc
1549,99.203.27.66,Texas,Houston,Sprint Communications Inc.
1550,206.81.232.6,Texas,San Antonio,Adhesive Media Inc.
1551,75.15.240.105,Texas,San Antonio,AT&T Corp.
1552,24.243.19.100,Texas,San Antonio,Charter Communications Inc
1553,173.173.98.244,Texas,San Antonio,Charter Communications Inc
1554,99.203.27.72,Texas,Houston,Sprint Communications Inc.
1555,107.77.197.78,Oklahoma,Vinita,AT&T Mobility LLC
1556,172.58.109.155,New Mexico,Albuquerque,T-Mobile USA Inc.
1557,99.203.27.77,Texas,Houston,Sprint Communications Inc.
1558,99.203.27.70,Texas,Houston,Sprint Communications Inc.
1559,131.194.172.51,Texas,San Antonio,Trinity University
1560,99.184.61.243,Texas,San Antonio,AT&T Corp.
1561,99.203.154.20,Texas,Houston,Sprint Communications Inc.
1562,196.52.60.56,Victoria,Melbourne,LogicWeb Inc
1563,65.36.96.192,Texas,San Antonio,Grande Communications San Antonio Hub
1564,99.203.155.225,Texas,Houston,Sprint Communications Inc.
1565,107.77.219.51,Texas,Houston,AT&T Mobility LLC
1566,64.9.239.21,California,Mountain View,Google LLC
1567,99.203.154.30,Texas,Houston,Sprint Communications Inc.
1568,72.181.106.12,Texas,San Antonio,Charter Communications Inc
1569,24.243.6.109,Texas,San Antonio,Charter Communications Inc
1570,207.119.54.40,Texas,San Marcos,CenturyLink Communications LLC
1571,4.15.231.83,Texas,Houston,Level 3 Communications Inc.
1572,207.119.59.216,Texas,San Marcos,CenturyLink Communications LLC
1573,99.203.91.49,Texas,Houston,Sprint Communications Inc.
1574,99.203.154.116,Texas,Houston,Sprint Communications Inc.
1575,64.9.239.34,California,Mountain View,Google LLC
1576,130.45.43.174,Texas,San Antonio,Grande Communications San Antonio Hub
1577,72.181.109.70,Texas,San Antonio,Charter Communications Inc
1578,172.58.104.239,Texas,Laredo,T-Mobile USA Inc.
1579,38.142.208.162,Texas,San Antonio,PSINet Inc.
1580,172.58.111.140,Texas,Austin,T-Mobile USA Inc.
1581,56.0.143.25,Minnesota,Minneapolis,United States Postal Service
1582,73.136.220.123,Texas,Houston,Comcast Cable Communications LLC
1583,136.50.2.13,Texas,San Antonio,Google Fiber Inc.
1584,68.206.254.198,Texas,San Antonio,Charter Communications Inc
1585,131.194.173.20,Texas,San Antonio,Trinity University
1586,24.160.139.79,Texas,San Antonio,Charter Communications Inc
1587,64.9.239.13,California,Mountain View,Google LLC
1588,24.55.39.25,Texas,Austin,Charter Communications Inc
1589,173.149.129.239,Texas,Houston,Sprint Communications Inc.
1590,107.77.220.51,Texas,Houston,AT&T Mobility LLC
1591,204.44.112.76,Texas,Dallas,QuadraNet Enterprises LLC
1592,207.119.54.88,Texas,San Marcos,CenturyLink Communications LLC
1593,104.184.230.44,Texas,San Antonio,AT&T Corp.
1594,107.77.217.101,Texas,Houston,AT&T Mobility LLC
1595,173.174.212.103,Texas,San Antonio,Charter Communications Inc
1596,70.121.210.246,Texas,San Antonio,Charter Communications Inc
1597,99.203.26.190,Texas,Houston,Sprint Communications Inc.
1598,99.203.155.145,Texas,Houston,Sprint Communications Inc.
1599,131.194.172.217,Texas,San Antonio,Trinity University
1600,99.203.27.1,Texas,Houston,Sprint Communications Inc.
1601,65.204.10.233,New York,New York City,WS/Verizon Wireless/Verizon Wireless
1602,99.203.154.214,Texas,Houston,Sprint Communications Inc.
1603,99.203.26.251,Texas,Houston,Sprint Communications Inc.
1604,173.127.10.4,Texas,Houston,Sprint Communications Inc.
1605,131.194.172.221,Texas,San Antonio,Trinity University
1606,99.203.154.44,Texas,Houston,Sprint Communications Inc.
1607,130.45.47.106,Texas,San Antonio,Grande Communications San Antonio Hub
1608,70.122.40.62,Texas,San Antonio,Charter Communications Inc
1609,103.208.220.133,Tokyo,Shinagawa-ku,Total Server Solutions LLC
1610,99.203.155.123,Texas,Houston,Sprint Communications Inc.
1611,104.191.5.135,Texas,San Antonio,AT&T Corp.
1612,12.208.132.3,Louisiana,New Orleans,Hilton Hotels Corporation
1613,67.11.35.80,Texas,Leon Valley,Charter Communications Inc
1614,166.251.106.84,Texas,San Antonio,Wireless Data Service Provider Corporation
1615,99.203.27.109,Texas,Houston,Sprint Communications Inc.
1616,173.174.201.87,Texas,San Antonio,Charter Communications Inc
1617,96.8.128.205,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
1618,99.203.154.55,Texas,Houston,Sprint Communications Inc.
1619,173.127.91.200,Texas,Houston,Sprint Communications Inc.
1620,172.58.111.175,Texas,Austin,T-Mobile USA Inc.
1621,99.203.27.140,Texas,Houston,Sprint Communications Inc.
1622,99.203.27.219,Texas,Houston,Sprint Communications Inc.
1623,71.42.211.139,Texas,San Antonio,Starbucks
1624,99.203.155.126,Texas,Houston,Sprint Communications Inc.
1625,99.203.26.2,Texas,Houston,Sprint Communications Inc.
1626,107.77.219.13,Texas,Houston,AT&T Mobility LLC
1627,173.173.114.111,Texas,San Antonio,Charter Communications Inc
1628,67.48.201.230,Texas,El Paso,Charter Communications Inc
1629,24.243.59.138,Texas,San Antonio,Charter Communications Inc
1630,72.180.51.14,Texas,Lewisville,Charter Communications Inc
1631,99.203.26.146,Texas,Houston,Sprint Communications Inc.
1632,193.37.252.52,Florida,Miami,PPMAN Services Srl
1633,99.203.26.128,Texas,Houston,Sprint Communications Inc.
1634,193.37.252.68,Florida,Miami,PPMAN Services Srl
1635,173.127.114.36,Texas,Houston,Sprint Communications Inc.
1636,148.66.38.220,Texas,San Antonio,Jump Fiber
1637,70.118.90.46,Texas,San Antonio,Charter Communications Inc
1638,172.58.109.206,New Mexico,Albuquerque,T-Mobile USA Inc.
1639,99.203.27.240,Texas,Houston,Sprint Communications Inc.
1640,70.117.31.37,Texas,San Antonio,Charter Communications Inc
1641,99.203.27.248,Texas,Houston,Sprint Communications Inc.
1642,76.185.215.29,Texas,San Antonio,Charter Communications Inc
1643,96.8.128.193,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
1644,99.203.27.59,Texas,Houston,Sprint Communications Inc.
1645,131.194.172.128,Texas,San Antonio,Trinity University
1646,136.50.16.179,Texas,San Antonio,Google Fiber Inc.
1647,131.194.173.119,Texas,San Antonio,Trinity University
1648,24.99.149.248,Georgia,Atlanta,Comcast Cable Communications LLC
1649,130.45.50.251,Texas,San Antonio,Grande Communications San Antonio Hub
1650,99.203.154.149,Texas,Houston,Sprint Communications Inc.
1651,99.203.154.208,Texas,Houston,Sprint Communications Inc.
1652,172.87.181.101,Texas,San Antonio,Gunn gp Llc
1653,70.120.5.227,Texas,San Antonio,Charter Communications Inc
1654,76.198.206.28,Texas,San Antonio,AT&T Corp.
1655,71.136.250.27,Texas,San Antonio,AT&T Corp.
1656,24.243.59.164,Texas,San Antonio,Charter Communications Inc
1657,24.243.22.28,Texas,San Antonio,Charter Communications Inc
1658,104.182.14.234,Texas,San Antonio,AT&T Corp.
1659,131.194.173.118,Texas,San Antonio,Trinity University
1660,45.21.2.123,Texas,San Antonio,AT&T Corp.
1661,24.26.242.103,Texas,San Antonio,Charter Communications Inc
1662,72.190.175.190,Texas,San Antonio,Charter Communications Inc
1663,99.203.26.97,Texas,Houston,Sprint Communications Inc.
1664,107.77.221.145,Texas,Corpus Christi,AT&T Mobility LLC
1665,166.251.109.168,Texas,San Antonio,Wireless Data Service Provider Corporation
1666,208.54.83.194,Texas,Houston,T-Mobile USA Inc.
1667,72.177.245.198,Texas,San Antonio,Charter Communications Inc
1668,99.126.116.28,Texas,San Antonio,AT&T Corp.
1669,68.201.204.191,Texas,New Braunfels,Charter Communications Inc
1670,99.162.243.169,Texas,San Antonio,AT&T Corp.
1671,76.250.226.254,Texas,San Antonio,AT&T Corp.
1672,99.203.27.223,Texas,Houston,Sprint Communications Inc.
1673,99.203.154.198,Texas,Houston,Sprint Communications Inc.
1674,207.119.52.22,Texas,San Marcos,CenturyLink Communications LLC
1675,172.58.67.60,Texas,Mission,T-Mobile USA Inc.
1676,103.208.220.143,Tokyo,Shinagawa-ku,Total Server Solutions LLC
1677,172.58.102.218,Florida,Clearwater,T-Mobile USA Inc.
1678,45.56.172.30,New York,New York City,Strong Technology LLC.
1679,99.203.27.48,Texas,Houston,Sprint Communications Inc.
1680,99.203.27.34,Texas,Houston,Sprint Communications Inc.
1681,107.77.219.34,Texas,Houston,AT&T Mobility LLC
1682,107.77.218.198,Texas,San Antonio,AT&T Mobility LLC
1683,67.11.97.204,Texas,San Antonio,Charter Communications Inc
1684,107.132.199.23,Texas,San Antonio,AT&T Corp.
1685,99.203.27.13,Texas,Houston,Sprint Communications Inc.
1686,173.127.11.100,Texas,Houston,Sprint Communications Inc.
1687,173.127.80.231,Texas,Houston,Sprint Communications Inc.
1688,97.77.169.2,Texas,New Braunfels,City of New Braunfels Library
1689,99.203.154.231,Texas,Houston,Sprint Communications Inc.
1690,99.203.27.120,Texas,Houston,Sprint Communications Inc.
1691,45.21.7.26,Texas,San Antonio,AT&T Corp.
1692,24.28.152.103,Texas,Leon Valley,Charter Communications Inc
1693,104.55.228.222,Texas,San Antonio,AT&T Corp.
1694,72.45.179.227,New York,Schenectady,TWC Internal Spectrum
1695,67.142.203.140,Florida,Eustis,Hughes Network Systems LLC-ON
1696,103.208.220.132,Tokyo,Shinagawa-ku,Total Server Solutions LLC
1697,173.123.52.37,Texas,Houston,Sprint Communications Inc.
1698,12.49.174.18,Texas,San Antonio,Dahill Office Technology Corp
1699,136.50.18.71,Texas,San Antonio,Google Fiber Inc.
1700,68.201.240.17,Texas,San Antonio,Charter Communications Inc
1701,99.203.27.178,Texas,Houston,Sprint Communications Inc.
1702,71.40.249.34,Texas,San Antonio,Charter Communications Inc
1703,70.123.200.22,Texas,San Antonio,Charter Communications Inc
1704,99.203.213.32,Texas,Houston,Sprint Communications Inc.
1705,130.45.63.87,Texas,San Antonio,Grande Communications San Antonio Hub
1706,172.58.111.248,Texas,Austin,T-Mobile USA Inc.
1707,209.135.132.136,Missouri,Saint Louis,InLink Communications Company
1708,99.203.90.42,Texas,Houston,Sprint Communications Inc.
1709,99.203.26.81,Texas,Houston,Sprint Communications Inc.
1710,108.84.76.42,Texas,San Antonio,AT&T Corp.
1711,67.11.35.239,Texas,Leon Valley,Charter Communications Inc
1712,136.50.5.46,Texas,San Antonio,Codeup LLC
1713,172.58.67.181,Texas,Mission,T-Mobile USA Inc.
1714,72.180.46.191,Texas,Lewisville,Charter Communications Inc
1715,67.11.41.202,Texas,Leon Valley,Charter Communications Inc
1716,172.58.109.37,New Mexico,Albuquerque,T-Mobile USA Inc.
1717,68.73.197.187,Texas,San Antonio,AT&T Corp.
1718,199.116.118.221,California,San Jose,Total Server Solutions L.L.C.
1719,71.221.9.148,Texas,Killeen,CenturyLink Communications LLC
1720,72.178.104.146,Texas,San Antonio,Charter Communications Inc
1721,68.201.199.176,Texas,New Braunfels,Charter Communications Inc
1722,131.194.172.36,Texas,San Antonio,Trinity University
1723,99.203.154.95,Texas,Houston,Sprint Communications Inc.
1724,64.9.239.9,California,Mountain View,Google LLC
1725,99.203.155.176,Texas,Houston,Sprint Communications Inc.
1726,99.203.155.215,Texas,Houston,Sprint Communications Inc.
1727,70.123.160.242,Texas,San Antonio,Charter Communications Inc
1728,108.178.77.202,Texas,San Antonio,Charter Communications Inc
1729,72.181.120.73,Texas,San Antonio,Charter Communications Inc
1730,72.177.203.50,Texas,San Antonio,Charter Communications Inc
1731,99.203.154.172,Texas,Houston,Sprint Communications Inc.
1732,208.54.83.163,Texas,Houston,T-Mobile USA Inc.
1733,68.203.198.221,Texas,San Antonio,Charter Communications Inc
1734,172.110.80.227,Texas,San Antonio,CommZoom LLC
1735,136.50.20.143,Texas,San Antonio,Google Fiber Inc.
1736,65.43.115.99,Texas,San Antonio,AT&T Internet Services
1737,99.203.154.84,Texas,Houston,Sprint Communications Inc.
1738,131.194.172.226,Texas,San Antonio,Trinity University
1739,166.251.106.160,Texas,San Antonio,Wireless Data Service Provider Corporation
1740,99.203.155.142,Texas,Houston,Sprint Communications Inc.
1741,24.155.69.59,Texas,San Marcos,Grande Communications San Marcos
1742,96.64.121.249,Pennsylvania,Philadelphia,Comcast Cable Communications LLC
1743,70.123.233.35,Texas,Universal City,Charter Communications Inc
1744,12.127.44.138,Texas,Odessa,AT&T Worldnet Services
1745,131.194.172.75,Texas,San Antonio,Trinity University
1746,72.181.121.192,Texas,San Antonio,Charter Communications Inc
1747,70.121.214.34,Texas,San Antonio,Charter Communications Inc
1748,71.42.125.202,Texas,San Antonio,Charter Communications Inc
1749,107.77.221.49,Texas,Corpus Christi,AT&T Mobility LLC
1750,99.57.20.163,Texas,San Antonio,AT&T Corp.
1751,24.160.158.182,Texas,San Antonio,Charter Communications Inc
1752,99.203.91.127,Texas,Houston,Sprint Communications Inc.
1753,24.243.59.161,Texas,San Antonio,Charter Communications Inc
1754,172.98.67.32,Ontario,Toronto,Hosting Services Inc.
1755,207.119.3.149,Texas,San Marcos,CenturyLink Communications LLC
1756,65.154.35.138,Colorado,Denver,SEIU
1757,96.88.69.9,Colorado,Greenwood Village,Comcast Cable Communications LLC
1758,67.79.222.75,Texas,San Antonio,Starbucks
1759,172.108.140.130,Texas,Dallas,Frontier Communications Corporation
1760,173.239.232.65,Texas,Plano,North American Cable Television and Internet LLC
1761,70.115.158.21,Texas,Austin,Charter Communications Inc
1762,99.203.26.123,Texas,Houston,Sprint Communications Inc.
1763,71.78.115.66,Texas,San Antonio,Charter Communications Inc
1764,99.203.91.141,Texas,Houston,Sprint Communications Inc.
1765,99.203.154.130,Texas,Houston,Sprint Communications Inc.
1766,99.203.27.42,Texas,Houston,Sprint Communications Inc.
1767,172.85.210.26,Texas,Houston,Granite Telecommunications LLC
1768,24.242.162.114,Texas,San Antonio,Charter Communications Inc
1769,99.203.26.184,Texas,Houston,Sprint Communications Inc.
1770,174.207.23.109,Texas,San Antonio,Verizon Wireless
1771,96.8.128.94,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
1772,71.42.105.141,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
1773,173.173.97.218,Texas,San Antonio,Charter Communications Inc
1774,70.122.37.65,Texas,San Antonio,Charter Communications Inc
1775,103.208.220.130,Tokyo,Shinagawa-ku,Total Server Solutions LLC
1776,99.203.27.83,Texas,Houston,Sprint Communications Inc.
1777,172.58.109.223,New Mexico,Albuquerque,T-Mobile USA Inc.
1778,24.227.245.186,Texas,San Antonio,Charter Communications Inc
1779,99.113.230.177,Texas,Dallas,AT&T Internet Services
1780,66.69.33.137,Texas,Universal City,Charter Communications Inc
1781,107.77.220.149,Texas,Houston,AT&T Mobility LLC
1782,98.6.52.59,Texas,San Antonio,Starbucks
1783,131.194.172.188,Texas,San Antonio,Trinity University
1784,99.203.154.190,Texas,Houston,Sprint Communications Inc.
1785,207.119.56.213,Texas,San Marcos,CenturyLink Communications LLC
1786,208.54.83.222,Texas,Houston,T-Mobile USA Inc.
1787,66.90.173.188,Texas,Austin,Grande Communications Waco Hub
1788,99.203.26.63,Texas,Houston,Sprint Communications Inc.
